date,value
Tue Mar 13 2018 17:50:50 GMT-0500 (EST),477
Tue Mar 13 2018 17:50:50 GMT-0500 (EST),478
Tue Mar 13 2018 17:50:51 GMT-0500 (EST),477
Tue Mar 13 2018 17:50:51 GMT-0500 (EST),477
Tue Mar 13 2018 17:50:52 GMT-0500 (EST),478
Tue Mar 13 2018 17:50:52 GMT-0500 (EST),477
Tue Mar 13 2018 17:50:54 GMT-0500 (EST),477
Tue Mar 13 2018 17:50:53 GMT-0500 (EST),477
Tue Mar 13 2018 17:50:53 GMT-0500 (EST),477
Tue Mar 13 2018 17:50:54 GMT-0500 (EST),477
Tue Mar 13 2018 17:50:55 GMT-0500 (EST),477
Tue Mar 13 2018 17:50:55 GMT-0500 (EST),477
Tue Mar 13 2018 17:50:56 GMT-0500 (EST),477
Tue Mar 13 2018 17:50:56 GMT-0500 (EST),477
Tue Mar 13 2018 17:50:57 GMT-0500 (EST),477
Tue Mar 13 2018 17:50:57 GMT-0500 (EST),477
Tue Mar 13 2018 17:50:59 GMT-0500 (EST),477
Tue Mar 13 2018 17:50:58 GMT-0500 (EST),477
Tue Mar 13 2018 17:50:58 GMT-0500 (EST),477
Tue Mar 13 2018 17:50:59 GMT-0500 (EST),477
Tue Mar 13 2018 17:51:00 GMT-0500 (EST),477
Tue Mar 13 2018 17:51:00 GMT-0500 (EST),478
Tue Mar 13 2018 17:51:01 GMT-0500 (EST),477
Tue Mar 13 2018 17:51:01 GMT-0500 (EST),477
Tue Mar 13 2018 17:51:02 GMT-0500 (EST),477
Tue Mar 13 2018 17:51:02 GMT-0500 (EST),477
Tue Mar 13 2018 17:51:04 GMT-0500 (EST),477
Tue Mar 13 2018 17:51:03 GMT-0500 (EST),477
Tue Mar 13 2018 17:51:03 GMT-0500 (EST),477
Tue Mar 13 2018 17:51:04 GMT-0500 (EST),477
Tue Mar 13 2018 17:51:05 GMT-0500 (EST),477
Tue Mar 13 2018 17:51:05 GMT-0500 (EST),477
Tue Mar 13 2018 17:51:06 GMT-0500 (EST),477
Tue Mar 13 2018 17:51:06 GMT-0500 (EST),477
Tue Mar 13 2018 17:51:07 GMT-0500 (EST),477
Tue Mar 13 2018 17:51:07 GMT-0500 (EST),477
Tue Mar 13 2018 17:51:08 GMT-0500 (EST),477
Tue Mar 13 2018 17:51:08 GMT-0500 (EST),477
Tue Mar 13 2018 17:51:09 GMT-0500 (EST),477
Tue Mar 13 2018 17:51:09 GMT-0500 (EST),477
Tue Mar 13 2018 17:51:10 GMT-0500 (EST),477
Tue Mar 13 2018 17:51:10 GMT-0500 (EST),477
Tue Mar 13 2018 17:51:11 GMT-0500 (EST),477
Tue Mar 13 2018 17:51:11 GMT-0500 (EST),477
Tue Mar 13 2018 17:51:12 GMT-0500 (EST),477
Tue Mar 13 2018 17:51:12 GMT-0500 (EST),477
Tue Mar 13 2018 17:51:13 GMT-0500 (EST),477
Tue Mar 13 2018 17:51:13 GMT-0500 (EST),477
Tue Mar 13 2018 17:51:14 GMT-0500 (EST),477
Tue Mar 13 2018 17:51:14 GMT-0500 (EST),477
Tue Mar 13 2018 17:51:15 GMT-0500 (EST),477
Tue Mar 13 2018 17:51:17 GMT-0500 (EST),477
Tue Mar 13 2018 17:51:15 GMT-0500 (EST),477
Tue Mar 13 2018 17:51:16 GMT-0500 (EST),477
Tue Mar 13 2018 17:51:16 GMT-0500 (EST),477
Tue Mar 13 2018 17:51:17 GMT-0500 (EST),477
Tue Mar 13 2018 17:51:18 GMT-0500 (EST),477
Tue Mar 13 2018 17:51:18 GMT-0500 (EST),477
Tue Mar 13 2018 17:51:19 GMT-0500 (EST),477
Tue Mar 13 2018 17:51:19 GMT-0500 (EST),478
Tue Mar 13 2018 17:51:20 GMT-0500 (EST),477
Tue Mar 13 2018 17:51:20 GMT-0500 (EST),477
Tue Mar 13 2018 17:51:22 GMT-0500 (EST),477
Tue Mar 13 2018 17:51:21 GMT-0500 (EST),477
Tue Mar 13 2018 17:51:21 GMT-0500 (EST),477
Tue Mar 13 2018 17:51:22 GMT-0500 (EST),477
Tue Mar 13 2018 17:51:23 GMT-0500 (EST),477
Tue Mar 13 2018 17:51:23 GMT-0500 (EST),477
Tue Mar 13 2018 17:51:24 GMT-0500 (EST),477
Tue Mar 13 2018 17:51:24 GMT-0500 (EST),477
Tue Mar 13 2018 17:51:25 GMT-0500 (EST),477
Tue Mar 13 2018 17:51:25 GMT-0500 (EST),477
Tue Mar 13 2018 17:51:27 GMT-0500 (EST),477
Tue Mar 13 2018 17:51:26 GMT-0500 (EST),477
Tue Mar 13 2018 17:51:26 GMT-0500 (EST),477
Tue Mar 13 2018 17:51:27 GMT-0500 (EST),477
Tue Mar 13 2018 17:51:28 GMT-0500 (EST),477
Tue Mar 13 2018 17:51:28 GMT-0500 (EST),477
Tue Mar 13 2018 17:51:29 GMT-0500 (EST),477
Tue Mar 13 2018 17:51:29 GMT-0500 (EST),477
Tue Mar 13 2018 17:51:30 GMT-0500 (EST),477
Tue Mar 13 2018 17:51:30 GMT-0500 (EST),478
Tue Mar 13 2018 17:51:31 GMT-0500 (EST),477
Tue Mar 13 2018 17:51:31 GMT-0500 (EST),477
Tue Mar 13 2018 17:51:32 GMT-0500 (EST),477
Tue Mar 13 2018 17:51:32 GMT-0500 (EST),477
Tue Mar 13 2018 17:51:33 GMT-0500 (EST),477
Tue Mar 13 2018 17:51:33 GMT-0500 (EST),477
Tue Mar 13 2018 17:51:34 GMT-0500 (EST),478
Tue Mar 13 2018 17:51:34 GMT-0500 (EST),477
Tue Mar 13 2018 17:51:35 GMT-0500 (EST),477
Tue Mar 13 2018 17:51:35 GMT-0500 (EST),477
Tue Mar 13 2018 17:51:36 GMT-0500 (EST),477
Tue Mar 13 2018 17:51:36 GMT-0500 (EST),477
Tue Mar 13 2018 17:51:37 GMT-0500 (EST),477
Tue Mar 13 2018 17:51:37 GMT-0500 (EST),477
Tue Mar 13 2018 17:51:38 GMT-0500 (EST),477
Tue Mar 13 2018 17:51:38 GMT-0500 (EST),477
Tue Mar 13 2018 17:51:39 GMT-0500 (EST),477
Tue Mar 13 2018 17:51:39 GMT-0500 (EST),477
Tue Mar 13 2018 17:51:40 GMT-0500 (EST),477
Tue Mar 13 2018 17:51:40 GMT-0500 (EST),477
Tue Mar 13 2018 17:51:41 GMT-0500 (EST),477
Tue Mar 13 2018 17:51:41 GMT-0500 (EST),477
Tue Mar 13 2018 17:51:42 GMT-0500 (EST),477
Tue Mar 13 2018 17:51:42 GMT-0500 (EST),477
Tue Mar 13 2018 17:51:44 GMT-0500 (EST),477
Tue Mar 13 2018 17:51:43 GMT-0500 (EST),477
Tue Mar 13 2018 17:51:43 GMT-0500 (EST),477
Tue Mar 13 2018 17:51:44 GMT-0500 (EST),477
Tue Mar 13 2018 17:51:45 GMT-0500 (EST),478
Tue Mar 13 2018 17:51:45 GMT-0500 (EST),477
Tue Mar 13 2018 17:51:46 GMT-0500 (EST),477
Tue Mar 13 2018 17:51:46 GMT-0500 (EST),477
Tue Mar 13 2018 17:51:47 GMT-0500 (EST),477
Tue Mar 13 2018 17:51:47 GMT-0500 (EST),477
Tue Mar 13 2018 17:51:49 GMT-0500 (EST),477
Tue Mar 13 2018 17:51:48 GMT-0500 (EST),477
Tue Mar 13 2018 17:51:48 GMT-0500 (EST),477
Tue Mar 13 2018 17:51:49 GMT-0500 (EST),477
Tue Mar 13 2018 17:51:50 GMT-0500 (EST),477
Tue Mar 13 2018 17:51:50 GMT-0500 (EST),477
Tue Mar 13 2018 17:51:51 GMT-0500 (EST),477
Tue Mar 13 2018 17:51:51 GMT-0500 (EST),477
Tue Mar 13 2018 17:51:52 GMT-0500 (EST),477
Tue Mar 13 2018 17:51:52 GMT-0500 (EST),477
Tue Mar 13 2018 17:51:54 GMT-0500 (EST),477
Tue Mar 13 2018 17:51:53 GMT-0500 (EST),477
Tue Mar 13 2018 17:51:53 GMT-0500 (EST),477
Tue Mar 13 2018 17:51:54 GMT-0500 (EST),477
Tue Mar 13 2018 17:51:55 GMT-0500 (EST),477
Tue Mar 13 2018 17:51:55 GMT-0500 (EST),477
Tue Mar 13 2018 17:51:56 GMT-0500 (EST),477
Tue Mar 13 2018 17:51:56 GMT-0500 (EST),477
Tue Mar 13 2018 17:51:57 GMT-0500 (EST),478
Tue Mar 13 2018 17:51:57 GMT-0500 (EST),477
Tue Mar 13 2018 17:51:59 GMT-0500 (EST),477
Tue Mar 13 2018 17:51:58 GMT-0500 (EST),477
Tue Mar 13 2018 17:51:58 GMT-0500 (EST),477
Tue Mar 13 2018 17:51:59 GMT-0500 (EST),477
Tue Mar 13 2018 17:52:00 GMT-0500 (EST),477
Tue Mar 13 2018 17:52:00 GMT-0500 (EST),477
Tue Mar 13 2018 17:52:01 GMT-0500 (EST),477
Tue Mar 13 2018 17:52:01 GMT-0500 (EST),477
Tue Mar 13 2018 17:52:02 GMT-0500 (EST),477
Tue Mar 13 2018 17:52:02 GMT-0500 (EST),477
Tue Mar 13 2018 17:52:03 GMT-0500 (EST),477
Tue Mar 13 2018 17:52:03 GMT-0500 (EST),477
Tue Mar 13 2018 17:52:04 GMT-0500 (EST),477
Tue Mar 13 2018 17:52:04 GMT-0500 (EST),477
Tue Mar 13 2018 17:52:05 GMT-0500 (EST),477
Tue Mar 13 2018 17:52:05 GMT-0500 (EST),477
Tue Mar 13 2018 17:52:06 GMT-0500 (EST),477
Tue Mar 13 2018 17:52:06 GMT-0500 (EST),477
Tue Mar 13 2018 17:52:07 GMT-0500 (EST),477
Tue Mar 13 2018 17:52:07 GMT-0500 (EST),477
Tue Mar 13 2018 17:52:08 GMT-0500 (EST),477
Tue Mar 13 2018 17:52:08 GMT-0500 (EST),477
Tue Mar 13 2018 17:52:09 GMT-0500 (EST),477
Tue Mar 13 2018 17:52:09 GMT-0500 (EST),477
Tue Mar 13 2018 17:52:10 GMT-0500 (EST),477
Tue Mar 13 2018 17:52:10 GMT-0500 (EST),477
Tue Mar 13 2018 17:52:12 GMT-0500 (EST),477
Tue Mar 13 2018 17:52:11 GMT-0500 (EST),477
Tue Mar 13 2018 17:52:11 GMT-0500 (EST),477
Tue Mar 13 2018 17:52:12 GMT-0500 (EST),477
Tue Mar 13 2018 17:52:13 GMT-0500 (EST),477
Tue Mar 13 2018 17:52:13 GMT-0500 (EST),477
Tue Mar 13 2018 17:52:14 GMT-0500 (EST),478
Tue Mar 13 2018 17:52:14 GMT-0500 (EST),477
Tue Mar 13 2018 17:52:15 GMT-0500 (EST),477
Tue Mar 13 2018 17:52:15 GMT-0500 (EST),477
Tue Mar 13 2018 17:52:16 GMT-0500 (EST),477
Tue Mar 13 2018 17:52:16 GMT-0500 (EST),477
Tue Mar 13 2018 17:52:17 GMT-0500 (EST),477
Tue Mar 13 2018 17:52:17 GMT-0500 (EST),477
Tue Mar 13 2018 17:52:18 GMT-0500 (EST),477
Tue Mar 13 2018 17:52:18 GMT-0500 (EST),477
Tue Mar 13 2018 17:52:19 GMT-0500 (EST),477
Tue Mar 13 2018 17:52:19 GMT-0500 (EST),477
Tue Mar 13 2018 17:52:25 GMT-0500 (EST),477
Tue Mar 13 2018 17:52:26 GMT-0500 (EST),477
Tue Mar 13 2018 17:52:26 GMT-0500 (EST),477
Tue Mar 13 2018 17:52:27 GMT-0500 (EST),477
Tue Mar 13 2018 17:52:27 GMT-0500 (EST),477
Tue Mar 13 2018 17:52:28 GMT-0500 (EST),477
Tue Mar 13 2018 17:52:28 GMT-0500 (EST),477
Tue Mar 13 2018 17:52:29 GMT-0500 (EST),478
Tue Mar 13 2018 17:52:29 GMT-0500 (EST),477
Tue Mar 13 2018 17:52:30 GMT-0500 (EST),477
Tue Mar 13 2018 17:52:30 GMT-0500 (EST),477
Tue Mar 13 2018 17:52:31 GMT-0500 (EST),477
Tue Mar 13 2018 17:52:31 GMT-0500 (EST),477
Tue Mar 13 2018 17:52:32 GMT-0500 (EST),477
Tue Mar 13 2018 17:52:32 GMT-0500 (EST),477
Tue Mar 13 2018 17:52:33 GMT-0500 (EST),477
Tue Mar 13 2018 17:52:33 GMT-0500 (EST),477
Tue Mar 13 2018 17:52:34 GMT-0500 (EST),477
Tue Mar 13 2018 17:52:34 GMT-0500 (EST),477
Tue Mar 13 2018 17:52:35 GMT-0500 (EST),477
Tue Mar 13 2018 17:52:35 GMT-0500 (EST),477
Tue Mar 13 2018 17:52:36 GMT-0500 (EST),477
Tue Mar 13 2018 17:52:37 GMT-0500 (EST),477
Tue Mar 13 2018 17:52:36 GMT-0500 (EST),477
Tue Mar 13 2018 17:52:37 GMT-0500 (EST),477
Tue Mar 13 2018 17:52:38 GMT-0500 (EST),477
Tue Mar 13 2018 17:52:38 GMT-0500 (EST),477
Tue Mar 13 2018 17:52:39 GMT-0500 (EST),477
Tue Mar 13 2018 17:52:39 GMT-0500 (EST),477
Tue Mar 13 2018 17:52:40 GMT-0500 (EST),477
Tue Mar 13 2018 17:52:40 GMT-0500 (EST),477
Tue Mar 13 2018 17:52:42 GMT-0500 (EST),477
Tue Mar 13 2018 17:52:41 GMT-0500 (EST),477
Tue Mar 13 2018 17:52:41 GMT-0500 (EST),477
Tue Mar 13 2018 17:52:42 GMT-0500 (EST),477
Tue Mar 13 2018 17:52:43 GMT-0500 (EST),477
Tue Mar 13 2018 17:52:43 GMT-0500 (EST),477
Tue Mar 13 2018 17:52:44 GMT-0500 (EST),478
Tue Mar 13 2018 17:52:44 GMT-0500 (EST),477
Tue Mar 13 2018 17:52:45 GMT-0500 (EST),477
Tue Mar 13 2018 17:52:45 GMT-0500 (EST),477
Tue Mar 13 2018 17:52:46 GMT-0500 (EST),477
Tue Mar 13 2018 17:52:46 GMT-0500 (EST),477
Tue Mar 13 2018 17:52:47 GMT-0500 (EST),477
Tue Mar 13 2018 17:52:47 GMT-0500 (EST),477
Tue Mar 13 2018 17:52:48 GMT-0500 (EST),477
Tue Mar 13 2018 17:52:48 GMT-0500 (EST),477
Tue Mar 13 2018 17:52:49 GMT-0500 (EST),477
Tue Mar 13 2018 17:52:49 GMT-0500 (EST),477
Tue Mar 13 2018 17:52:50 GMT-0500 (EST),477
Tue Mar 13 2018 17:52:50 GMT-0500 (EST),477
Tue Mar 13 2018 17:52:51 GMT-0500 (EST),477
Tue Mar 13 2018 17:52:51 GMT-0500 (EST),477
Tue Mar 13 2018 17:52:52 GMT-0500 (EST),477
Tue Mar 13 2018 17:52:52 GMT-0500 (EST),477
Tue Mar 13 2018 17:52:53 GMT-0500 (EST),477
Tue Mar 13 2018 17:52:53 GMT-0500 (EST),477
Tue Mar 13 2018 17:52:54 GMT-0500 (EST),478
Tue Mar 13 2018 17:52:54 GMT-0500 (EST),477
Tue Mar 13 2018 17:52:55 GMT-0500 (EST),477
Tue Mar 13 2018 17:52:55 GMT-0500 (EST),477
Tue Mar 13 2018 17:52:56 GMT-0500 (EST),477
Tue Mar 13 2018 17:52:56 GMT-0500 (EST),477
Tue Mar 13 2018 17:52:57 GMT-0500 (EST),477
Tue Mar 13 2018 17:52:57 GMT-0500 (EST),477
Tue Mar 13 2018 17:52:58 GMT-0500 (EST),477
Tue Mar 13 2018 17:52:58 GMT-0500 (EST),477
Tue Mar 13 2018 17:52:59 GMT-0500 (EST),477
Tue Mar 13 2018 17:52:59 GMT-0500 (EST),477
Tue Mar 13 2018 17:53:00 GMT-0500 (EST),477
Tue Mar 13 2018 17:53:00 GMT-0500 (EST),477
Tue Mar 13 2018 17:53:01 GMT-0500 (EST),477
Tue Mar 13 2018 17:53:01 GMT-0500 (EST),477
Tue Mar 13 2018 17:53:02 GMT-0500 (EST),477
Tue Mar 13 2018 17:53:02 GMT-0500 (EST),477
Tue Mar 13 2018 17:53:03 GMT-0500 (EST),477
Tue Mar 13 2018 17:53:03 GMT-0500 (EST),477
Tue Mar 13 2018 17:53:04 GMT-0500 (EST),477
Tue Mar 13 2018 17:53:04 GMT-0500 (EST),477
Tue Mar 13 2018 17:53:05 GMT-0500 (EST),477
Tue Mar 13 2018 17:53:05 GMT-0500 (EST),477
Tue Mar 13 2018 17:53:06 GMT-0500 (EST),477
Tue Mar 13 2018 17:53:06 GMT-0500 (EST),477
Tue Mar 13 2018 17:53:07 GMT-0500 (EST),477
Tue Mar 13 2018 17:53:07 GMT-0500 (EST),477
Tue Mar 13 2018 17:53:08 GMT-0500 (EST),477
Tue Mar 13 2018 17:53:08 GMT-0500 (EST),477
Tue Mar 13 2018 17:53:09 GMT-0500 (EST),477
Tue Mar 13 2018 17:53:09 GMT-0500 (EST),477
Tue Mar 13 2018 17:53:10 GMT-0500 (EST),477
Tue Mar 13 2018 17:53:10 GMT-0500 (EST),477
Tue Mar 13 2018 17:53:11 GMT-0500 (EST),477
Tue Mar 13 2018 17:53:11 GMT-0500 (EST),477
Tue Mar 13 2018 17:53:12 GMT-0500 (EST),477
Tue Mar 13 2018 17:53:12 GMT-0500 (EST),477
Tue Mar 13 2018 17:53:13 GMT-0500 (EST),477
Tue Mar 13 2018 17:53:13 GMT-0500 (EST),477
Tue Mar 13 2018 17:53:14 GMT-0500 (EST),477
Tue Mar 13 2018 17:53:14 GMT-0500 (EST),477
Tue Mar 13 2018 17:53:15 GMT-0500 (EST),477
Tue Mar 13 2018 17:53:15 GMT-0500 (EST),477
Tue Mar 13 2018 17:53:16 GMT-0500 (EST),477
Tue Mar 13 2018 17:53:16 GMT-0500 (EST),477
Tue Mar 13 2018 17:53:17 GMT-0500 (EST),477
Tue Mar 13 2018 17:53:17 GMT-0500 (EST),477
Tue Mar 13 2018 17:53:18 GMT-0500 (EST),477
Tue Mar 13 2018 17:53:18 GMT-0500 (EST),477
Tue Mar 13 2018 17:53:19 GMT-0500 (EST),477
Tue Mar 13 2018 17:53:19 GMT-0500 (EST),477
Tue Mar 13 2018 17:53:20 GMT-0500 (EST),477
Tue Mar 13 2018 17:53:20 GMT-0500 (EST),477
Tue Mar 13 2018 17:53:21 GMT-0500 (EST),477
Tue Mar 13 2018 17:53:21 GMT-0500 (EST),477
Tue Mar 13 2018 17:53:22 GMT-0500 (EST),477
Tue Mar 13 2018 17:53:22 GMT-0500 (EST),478
Tue Mar 13 2018 17:53:23 GMT-0500 (EST),477
Tue Mar 13 2018 17:53:23 GMT-0500 (EST),478
Tue Mar 13 2018 17:53:24 GMT-0500 (EST),477
Tue Mar 13 2018 17:53:24 GMT-0500 (EST),477
Tue Mar 13 2018 17:53:25 GMT-0500 (EST),477
Tue Mar 13 2018 17:53:25 GMT-0500 (EST),477
Tue Mar 13 2018 17:53:27 GMT-0500 (EST),478
Tue Mar 13 2018 17:53:26 GMT-0500 (EST),477
Tue Mar 13 2018 17:53:26 GMT-0500 (EST),477
Tue Mar 13 2018 17:53:27 GMT-0500 (EST),477
Tue Mar 13 2018 17:53:28 GMT-0500 (EST),477
Tue Mar 13 2018 17:53:28 GMT-0500 (EST),477
Tue Mar 13 2018 17:53:29 GMT-0500 (EST),477
Tue Mar 13 2018 17:53:29 GMT-0500 (EST),477
Tue Mar 13 2018 17:53:30 GMT-0500 (EST),477
Tue Mar 13 2018 17:53:30 GMT-0500 (EST),477
Tue Mar 13 2018 17:53:32 GMT-0500 (EST),477
Tue Mar 13 2018 17:53:31 GMT-0500 (EST),478
Tue Mar 13 2018 17:53:31 GMT-0500 (EST),477
Tue Mar 13 2018 17:53:32 GMT-0500 (EST),477
Tue Mar 13 2018 17:53:33 GMT-0500 (EST),477
Tue Mar 13 2018 17:53:33 GMT-0500 (EST),478
Tue Mar 13 2018 17:53:34 GMT-0500 (EST),477
Tue Mar 13 2018 17:53:34 GMT-0500 (EST),477
Tue Mar 13 2018 17:53:35 GMT-0500 (EST),477
Tue Mar 13 2018 17:53:35 GMT-0500 (EST),477
Tue Mar 13 2018 17:53:37 GMT-0500 (EST),477
Tue Mar 13 2018 17:53:36 GMT-0500 (EST),477
Tue Mar 13 2018 17:53:36 GMT-0500 (EST),477
Tue Mar 13 2018 17:53:37 GMT-0500 (EST),477
Tue Mar 13 2018 17:53:38 GMT-0500 (EST),477
Tue Mar 13 2018 17:53:38 GMT-0500 (EST),477
Tue Mar 13 2018 17:53:39 GMT-0500 (EST),477
Tue Mar 13 2018 17:53:39 GMT-0500 (EST),477
Tue Mar 13 2018 17:53:40 GMT-0500 (EST),477
Tue Mar 13 2018 17:53:40 GMT-0500 (EST),477
Tue Mar 13 2018 17:53:42 GMT-0500 (EST),477
Tue Mar 13 2018 17:53:41 GMT-0500 (EST),477
Tue Mar 13 2018 17:53:41 GMT-0500 (EST),477
Tue Mar 13 2018 17:53:42 GMT-0500 (EST),477
Tue Mar 13 2018 17:53:43 GMT-0500 (EST),477
Tue Mar 13 2018 17:53:43 GMT-0500 (EST),478
Tue Mar 13 2018 17:53:44 GMT-0500 (EST),477
Tue Mar 13 2018 17:53:44 GMT-0500 (EST),477
Tue Mar 13 2018 17:53:45 GMT-0500 (EST),477
Tue Mar 13 2018 17:53:45 GMT-0500 (EST),477
Tue Mar 13 2018 17:53:46 GMT-0500 (EST),477
Tue Mar 13 2018 17:53:46 GMT-0500 (EST),477
Tue Mar 13 2018 17:53:47 GMT-0500 (EST),477
Tue Mar 13 2018 17:53:47 GMT-0500 (EST),477
Tue Mar 13 2018 17:53:48 GMT-0500 (EST),477
Tue Mar 13 2018 17:53:48 GMT-0500 (EST),477
Tue Mar 13 2018 17:53:49 GMT-0500 (EST),477
Tue Mar 13 2018 17:53:49 GMT-0500 (EST),477
Tue Mar 13 2018 17:53:50 GMT-0500 (EST),477
Tue Mar 13 2018 17:53:50 GMT-0500 (EST),477
Tue Mar 13 2018 17:53:51 GMT-0500 (EST),477
Tue Mar 13 2018 17:53:51 GMT-0500 (EST),477
Tue Mar 13 2018 17:53:52 GMT-0500 (EST),477
Tue Mar 13 2018 17:53:52 GMT-0500 (EST),477
Tue Mar 13 2018 17:53:58 GMT-0500 (EST),477
Tue Mar 13 2018 17:54:00 GMT-0500 (EST),477
Tue Mar 13 2018 17:53:59 GMT-0500 (EST),477
Tue Mar 13 2018 17:53:59 GMT-0500 (EST),477
Tue Mar 13 2018 17:54:00 GMT-0500 (EST),477
Tue Mar 13 2018 17:54:01 GMT-0500 (EST),477
Tue Mar 13 2018 17:54:01 GMT-0500 (EST),477
Tue Mar 13 2018 17:54:02 GMT-0500 (EST),477
Tue Mar 13 2018 17:54:02 GMT-0500 (EST),477
Tue Mar 13 2018 17:54:03 GMT-0500 (EST),477
Tue Mar 13 2018 17:54:03 GMT-0500 (EST),477
Tue Mar 13 2018 17:54:04 GMT-0500 (EST),477
Tue Mar 13 2018 17:54:04 GMT-0500 (EST),477
Tue Mar 13 2018 17:54:05 GMT-0500 (EST),477
Tue Mar 13 2018 17:54:05 GMT-0500 (EST),477
Tue Mar 13 2018 17:54:06 GMT-0500 (EST),477
Tue Mar 13 2018 17:54:06 GMT-0500 (EST),477
Tue Mar 13 2018 17:54:07 GMT-0500 (EST),477
Tue Mar 13 2018 17:54:07 GMT-0500 (EST),477
Tue Mar 13 2018 17:54:08 GMT-0500 (EST),477
Tue Mar 13 2018 17:54:08 GMT-0500 (EST),477
Tue Mar 13 2018 17:54:09 GMT-0500 (EST),477
Tue Mar 13 2018 17:54:09 GMT-0500 (EST),477
Tue Mar 13 2018 17:54:10 GMT-0500 (EST),477
Tue Mar 13 2018 17:54:10 GMT-0500 (EST),477
Tue Mar 13 2018 17:54:11 GMT-0500 (EST),477
Tue Mar 13 2018 17:54:11 GMT-0500 (EST),477
Tue Mar 13 2018 17:54:12 GMT-0500 (EST),477
Tue Mar 13 2018 17:54:12 GMT-0500 (EST),477
Tue Mar 13 2018 17:54:13 GMT-0500 (EST),478
Tue Mar 13 2018 17:54:13 GMT-0500 (EST),477
Tue Mar 13 2018 17:54:14 GMT-0500 (EST),477
Tue Mar 13 2018 17:54:14 GMT-0500 (EST),477
Tue Mar 13 2018 17:54:15 GMT-0500 (EST),477
Tue Mar 13 2018 17:54:15 GMT-0500 (EST),477
Tue Mar 13 2018 17:54:16 GMT-0500 (EST),477
Tue Mar 13 2018 17:54:16 GMT-0500 (EST),477
Tue Mar 13 2018 17:54:17 GMT-0500 (EST),477
Tue Mar 13 2018 17:54:17 GMT-0500 (EST),477
Tue Mar 13 2018 17:54:18 GMT-0500 (EST),477
Tue Mar 13 2018 17:54:18 GMT-0500 (EST),477
Tue Mar 13 2018 17:54:19 GMT-0500 (EST),477
Tue Mar 13 2018 17:54:19 GMT-0500 (EST),477
Tue Mar 13 2018 17:54:20 GMT-0500 (EST),477
Tue Mar 13 2018 17:54:20 GMT-0500 (EST),477
Tue Mar 13 2018 17:54:21 GMT-0500 (EST),477
Tue Mar 13 2018 17:54:21 GMT-0500 (EST),477
Tue Mar 13 2018 17:54:22 GMT-0500 (EST),478
Tue Mar 13 2018 17:54:22 GMT-0500 (EST),478
Tue Mar 13 2018 17:54:23 GMT-0500 (EST),477
Tue Mar 13 2018 17:54:23 GMT-0500 (EST),477
Tue Mar 13 2018 17:54:25 GMT-0500 (EST),477
Tue Mar 13 2018 17:54:24 GMT-0500 (EST),477
Tue Mar 13 2018 17:54:24 GMT-0500 (EST),477
Tue Mar 13 2018 17:54:25 GMT-0500 (EST),477
Tue Mar 13 2018 17:54:26 GMT-0500 (EST),477
Tue Mar 13 2018 17:54:26 GMT-0500 (EST),477
Tue Mar 13 2018 17:54:27 GMT-0500 (EST),477
Tue Mar 13 2018 17:54:27 GMT-0500 (EST),477
Tue Mar 13 2018 17:54:28 GMT-0500 (EST),477
Tue Mar 13 2018 17:54:28 GMT-0500 (EST),477
Tue Mar 13 2018 17:54:30 GMT-0500 (EST),477
Tue Mar 13 2018 17:54:29 GMT-0500 (EST),477
Tue Mar 13 2018 17:54:29 GMT-0500 (EST),477
Tue Mar 13 2018 17:54:30 GMT-0500 (EST),477
Tue Mar 13 2018 17:54:31 GMT-0500 (EST),477
Tue Mar 13 2018 17:54:31 GMT-0500 (EST),477
Tue Mar 13 2018 17:54:32 GMT-0500 (EST),477
Tue Mar 13 2018 17:54:32 GMT-0500 (EST),477
Tue Mar 13 2018 17:54:33 GMT-0500 (EST),477
Tue Mar 13 2018 17:54:33 GMT-0500 (EST),477
Tue Mar 13 2018 17:54:35 GMT-0500 (EST),478
Tue Mar 13 2018 17:54:34 GMT-0500 (EST),477
Tue Mar 13 2018 17:54:34 GMT-0500 (EST),477
Tue Mar 13 2018 17:54:35 GMT-0500 (EST),477
Tue Mar 13 2018 17:54:36 GMT-0500 (EST),477
Tue Mar 13 2018 17:54:36 GMT-0500 (EST),477
Tue Mar 13 2018 17:54:37 GMT-0500 (EST),477
Tue Mar 13 2018 17:54:37 GMT-0500 (EST),477
Tue Mar 13 2018 17:54:38 GMT-0500 (EST),477
Tue Mar 13 2018 17:54:38 GMT-0500 (EST),477
Tue Mar 13 2018 17:54:40 GMT-0500 (EST),477
Tue Mar 13 2018 17:54:39 GMT-0500 (EST),477
Tue Mar 13 2018 17:54:39 GMT-0500 (EST),477
Tue Mar 13 2018 17:54:40 GMT-0500 (EST),477
Tue Mar 13 2018 17:54:41 GMT-0500 (EST),477
Tue Mar 13 2018 17:54:41 GMT-0500 (EST),477
Tue Mar 13 2018 17:54:42 GMT-0500 (EST),477
Tue Mar 13 2018 17:54:42 GMT-0500 (EST),477
Tue Mar 13 2018 17:54:43 GMT-0500 (EST),477
Tue Mar 13 2018 17:54:43 GMT-0500 (EST),477
Tue Mar 13 2018 17:54:45 GMT-0500 (EST),477
Tue Mar 13 2018 17:54:44 GMT-0500 (EST),477
Tue Mar 13 2018 17:54:44 GMT-0500 (EST),477
Tue Mar 13 2018 17:54:45 GMT-0500 (EST),477
Tue Mar 13 2018 17:54:46 GMT-0500 (EST),477
